ID,Sale_Price,Overall_Cond,Area_SF,Value_SF
843,197900,Average,First_Flr_SF,866
843,197900,Average,Second_Flr_SF,913
843,197900,Average,Wood_Deck_SF,198
843,197900,Average,Open_Porch_SF,36
844,204000,Average,Bsmt_Unf_SF,811
844,204000,Average,Total_Bsmt_SF,1490
844,204000,Average,First_Flr_SF,1501
844,204000,Average,Second_Flr_SF,0
844,204000,Average,Wood_Deck_SF,144
844,204000,Average,Open_Porch_SF,29
845,192000,Average,Bsmt_Unf_SF,871
845,192000,Average,Total_Bsmt_SF,1431
845,192000,Average,First_Flr_SF,1431
845,192000,Average,Second_Flr_SF,0
845,192000,Average,Wood_Deck_SF,0
845,192000,Average,Open_Porch_SF,35
846,200000,Average,Bsmt_Unf_SF,322
846,200000,Average,Total_Bsmt_SF,928
846,200000,Average,First_Flr_SF,928
846,200000,Average,Second_Flr_SF,844
846,200000,Average,Wood_Deck_SF,150
846,200000,Average,Open_Porch_SF,96
847,195000,Average,Bsmt_Unf_SF,831
847,195000,Average,Total_Bsmt_SF,831
847,195000,Average,First_Flr_SF,831
847,195000,Average,Second_Flr_SF,829
847,195000,Average,Wood_Deck_SF,144
847,195000,Average,Open_Porch_SF,68
848,227000,Average,Bsmt_Unf_SF,785
848,227000,Average,Total_Bsmt_SF,1573
848,227000,Average,First_Flr_SF,1573
848,227000,Average,Second_Flr_SF,0
848,227000,Average,Wood_Deck_SF,0
848,227000,Average,Open_Porch_SF,72
849,230000,Average,Bsmt_Unf_SF,278
849,230000,Average,Total_Bsmt_SF,944
849,230000,Average,First_Flr_SF,944
849,230000,Average,Second_Flr_SF,896
849,230000,Average,Wood_Deck_SF,0
849,230000,Average,Open_Porch_SF,45
850,187100,Average,Bsmt_Unf_SF,1413
850,187100,Average,Total_Bsmt_SF,1413
850,187100,Average,First_Flr_SF,1430
850,187100,Average,Second_Flr_SF,0
850,187100,Average,Wood_Deck_SF,0
850,187100,Average,Open_Porch_SF,33
851,203000,Average,Bsmt_Unf_SF,172
851,203000,Average,Total_Bsmt_SF,1431
851,203000,Average,First_Flr_SF,1444
851,203000,Average,Second_Flr_SF,0
851,203000,Average,Wood_Deck_SF,144
851,203000,Average,Open_Porch_SF,40
852,201000,Average,Bsmt_Unf_SF,1468
852,201000,Average,Total_Bsmt_SF,1492
852,201000,Average,First_Flr_SF,1492
852,201000,Average,Second_Flr_SF,0
852,201000,Average,Wood_Deck_SF,0
852,201000,Average,Open_Porch_SF,114
853,124000,Average,Bsmt_Unf_SF,424
853,124000,Average,Total_Bsmt_SF,1040
853,124000,Average,First_Flr_SF,1040
853,124000,Average,Second_Flr_SF,0
853,124000,Average,Wood_Deck_SF,0
853,124000,Average,Open_Porch_SF,0
854,140000,Average,Bsmt_Unf_SF,282
854,140000,Average,Total_Bsmt_SF,907
854,140000,Average,First_Flr_SF,907
854,140000,Average,Second_Flr_SF,0
854,140000,Average,Wood_Deck_SF,72
854,140000,Average,Open_Porch_SF,0
855,134900,Good,Bsmt_Unf_SF,132
855,134900,Good,Total_Bsmt_SF,914
855,134900,Good,First_Flr_SF,914
855,134900,Good,Second_Flr_SF,0
855,134900,Good,Wood_Deck_SF,0
855,134900,Good,Open_Porch_SF,0
856,150500,Good,Bsmt_Unf_SF,364
856,150500,Good,Total_Bsmt_SF,1040
856,150500,Good,First_Flr_SF,1040
856,150500,Good,Second_Flr_SF,0
856,150500,Good,Wood_Deck_SF,0
856,150500,Good,Open_Porch_SF,0
857,136500,Very_Good,Bsmt_Unf_SF,218
857,136500,Very_Good,Total_Bsmt_SF,864
857,136500,Very_Good,First_Flr_SF,864
857,136500,Very_Good,Second_Flr_SF,0
857,136500,Very_Good,Wood_Deck_SF,0
857,136500,Very_Good,Open_Porch_SF,0
858,143500,Good,Bsmt_Unf_SF,1072
858,143500,Good,Total_Bsmt_SF,1268
858,143500,Good,First_Flr_SF,1268
858,143500,Good,Second_Flr_SF,0
858,143500,Good,Wood_Deck_SF,173
858,143500,Good,Open_Porch_SF,0
859,133500,Above_Average,Bsmt_Unf_SF,404
859,133500,Above_Average,Total_Bsmt_SF,864
859,133500,Above_Average,First_Flr_SF,864
859,133500,Above_Average,Second_Flr_SF,0
859,133500,Above_Average,Wood_Deck_SF,0
859,133500,Above_Average,Open_Porch_SF,0
860,123000,Average,Bsmt_Unf_SF,117
860,123000,Average,Total_Bsmt_SF,894
860,123000,Average,First_Flr_SF,894
860,123000,Average,Second_Flr_SF,0
860,123000,Average,Wood_Deck_SF,215
860,123000,Average,Open_Porch_SF,0
861,133900,Very_Good,Bsmt_Unf_SF,108
861,133900,Very_Good,Total_Bsmt_SF,768
861,133900,Very_Good,First_Flr_SF,768
861,133900,Very_Good,Second_Flr_SF,0
861,133900,Very_Good,Wood_Deck_SF,192
861,133900,Very_Good,Open_Porch_SF,0
862,133000,Good,Bsmt_Unf_SF,112
862,133000,Good,Total_Bsmt_SF,768
862,133000,Good,First_Flr_SF,768
862,133000,Good,Second_Flr_SF,0
862,133000,Good,Wood_Deck_SF,58
862,133000,Good,Open_Porch_SF,0
863,250000,Average,Bsmt_Unf_SF,335
863,250000,Average,Total_Bsmt_SF,1569
863,250000,Average,First_Flr_SF,1611
863,250000,Average,Second_Flr_SF,0
863,250000,Average,Wood_Deck_SF,262
863,250000,Average,Open_Porch_SF,93
864,254750,Average,Bsmt_Unf_SF,1068
864,254750,Average,Total_Bsmt_SF,1068
864,254750,Average,First_Flr_SF,1068
864,254750,Average,Second_Flr_SF,1116
864,254750,Average,Wood_Deck_SF,192
864,254750,Average,Open_Porch_SF,132
865,236500,Average,Bsmt_Unf_SF,1753
865,236500,Average,Total_Bsmt_SF,1753
865,236500,Average,First_Flr_SF,1788
865,236500,Average,Second_Flr_SF,0
865,236500,Average,Wood_Deck_SF,202
865,236500,Average,Open_Porch_SF,151
866,261500,Average,Bsmt_Unf_SF,309
866,261500,Average,Total_Bsmt_SF,1299
866,261500,Average,First_Flr_SF,1299
866,261500,Average,Second_Flr_SF,573
866,261500,Average,Wood_Deck_SF,160
866,261500,Average,Open_Porch_SF,122
867,313000,Average,Bsmt_Unf_SF,536
867,313000,Average,Total_Bsmt_SF,1440
867,313000,Average,First_Flr_SF,1476
867,313000,Average,Second_Flr_SF,677
867,313000,Average,Wood_Deck_SF,253
867,313000,Average,Open_Porch_SF,142
868,198500,Average,Bsmt_Unf_SF,840
868,198500,Average,Total_Bsmt_SF,840
868,198500,Average,First_Flr_SF,840
868,198500,Average,Second_Flr_SF,885
868,198500,Average,Wood_Deck_SF,0
868,198500,Average,Open_Porch_SF,48
869,211000,Average,Bsmt_Unf_SF,944
869,211000,Average,Total_Bsmt_SF,944
869,211000,Average,First_Flr_SF,944
869,211000,Average,Second_Flr_SF,926
869,211000,Average,Wood_Deck_SF,256
869,211000,Average,Open_Porch_SF,43
870,220000,Average,Bsmt_Unf_SF,216
870,220000,Average,Total_Bsmt_SF,1462
870,220000,Average,First_Flr_SF,1513
870,220000,Average,Second_Flr_SF,0
870,220000,Average,Wood_Deck_SF,135
870,220000,Average,Open_Porch_SF,34
871,203000,Average,Bsmt_Unf_SF,814
871,203000,Average,Total_Bsmt_SF,1504
871,203000,Average,First_Flr_SF,1504
871,203000,Average,Second_Flr_SF,0
871,203000,Average,Wood_Deck_SF,115
871,203000,Average,Open_Porch_SF,66
872,279500,Average,Bsmt_Unf_SF,462
872,279500,Average,Total_Bsmt_SF,1822
872,279500,Average,First_Flr_SF,1828
872,279500,Average,Second_Flr_SF,0
872,279500,Average,Wood_Deck_SF,194
872,279500,Average,Open_Porch_SF,144
873,210000,Average,Bsmt_Unf_SF,306
873,210000,Average,Total_Bsmt_SF,1417
873,210000,Average,First_Flr_SF,1417
873,210000,Average,Second_Flr_SF,0
873,210000,Average,Wood_Deck_SF,60
873,210000,Average,Open_Porch_SF,0
874,219500,Average,Bsmt_Unf_SF,318
874,219500,Average,Total_Bsmt_SF,1057
874,219500,Average,First_Flr_SF,1057
874,219500,Average,Second_Flr_SF,977
874,219500,Average,Wood_Deck_SF,576
874,219500,Average,Open_Porch_SF,36
875,191000,Average,Bsmt_Unf_SF,880
875,191000,Average,Total_Bsmt_SF,880
875,191000,Average,First_Flr_SF,909
875,191000,Average,Second_Flr_SF,807
875,191000,Average,Wood_Deck_SF,0
875,191000,Average,Open_Porch_SF,120
876,178000,Average,Bsmt_Unf_SF,1212
876,178000,Average,Total_Bsmt_SF,1212
876,178000,Average,First_Flr_SF,1212
876,178000,Average,Second_Flr_SF,0
876,178000,Average,Wood_Deck_SF,356
876,178000,Average,Open_Porch_SF,0
877,213000,Average,Bsmt_Unf_SF,1630
877,213000,Average,Total_Bsmt_SF,1630
877,213000,Average,First_Flr_SF,1630
877,213000,Average,Second_Flr_SF,0
877,213000,Average,Wood_Deck_SF,74
877,213000,Average,Open_Porch_SF,234
878,144000,Average,Bsmt_Unf_SF,163
878,144000,Average,Total_Bsmt_SF,848
878,144000,Average,First_Flr_SF,848
878,144000,Average,Second_Flr_SF,0
878,144000,Average,Wood_Deck_SF,140
878,144000,Average,Open_Porch_SF,0
879,140000,Average,Bsmt_Unf_SF,163
879,140000,Average,Total_Bsmt_SF,848
879,140000,Average,First_Flr_SF,848
879,140000,Average,Second_Flr_SF,0
879,140000,Average,Wood_Deck_SF,140
879,140000,Average,Open_Porch_SF,0
880,293200,Average,Bsmt_Unf_SF,100
880,293200,Average,Total_Bsmt_SF,1578
880,293200,Average,First_Flr_SF,1602
880,293200,Average,Second_Flr_SF,0
880,293200,Average,Wood_Deck_SF,0
880,293200,Average,Open_Porch_SF,48
881,190000,Average,Bsmt_Unf_SF,864
881,190000,Average,Total_Bsmt_SF,864
881,190000,Average,First_Flr_SF,864
881,190000,Average,Second_Flr_SF,864
881,190000,Average,Wood_Deck_SF,187
881,190000,Average,Open_Porch_SF,56
882,190000,Average,Bsmt_Unf_SF,1480
882,190000,Average,Total_Bsmt_SF,1500
882,190000,Average,First_Flr_SF,1500
882,190000,Average,Second_Flr_SF,0
882,190000,Average,Wood_Deck_SF,192
882,190000,Average,Open_Porch_SF,36
883,173500,Average,Bsmt_Unf_SF,545
883,173500,Average,Total_Bsmt_SF,738
883,173500,Average,First_Flr_SF,738
883,173500,Average,Second_Flr_SF,738
883,173500,Average,Wood_Deck_SF,100
883,173500,Average,Open_Porch_SF,35
884,170000,Average,Bsmt_Unf_SF,608
884,170000,Average,Total_Bsmt_SF,608
884,170000,Average,First_Flr_SF,608
884,170000,Average,Second_Flr_SF,788
884,170000,Average,Wood_Deck_SF,100
884,170000,Average,Open_Porch_SF,36
885,108000,Average,Bsmt_Unf_SF,0
885,108000,Average,Total_Bsmt_SF,0
885,108000,Average,First_Flr_SF,1126
885,108000,Average,Second_Flr_SF,0
885,108000,Average,Wood_Deck_SF,0
885,108000,Average,Open_Porch_SF,96
886,167000,Good,Bsmt_Unf_SF,849
886,167000,Good,Total_Bsmt_SF,1486
886,167000,Good,First_Flr_SF,1486
886,167000,Good,Second_Flr_SF,0
886,167000,Good,Wood_Deck_SF,0
886,167000,Good,Open_Porch_SF,0
887,100000,Above_Average,Bsmt_Unf_SF,126
887,100000,Above_Average,Total_Bsmt_SF,816
887,100000,Above_Average,First_Flr_SF,816
887,100000,Above_Average,Second_Flr_SF,0
887,100000,Above_Average,Wood_Deck_SF,0
887,100000,Above_Average,Open_Porch_SF,0
888,198500,Average,Bsmt_Unf_SF,0
888,198500,Average,Total_Bsmt_SF,0
888,198500,Average,First_Flr_SF,495
888,198500,Average,Second_Flr_SF,1427
888,198500,Average,Wood_Deck_SF,0
888,198500,Average,Open_Porch_SF,0
889,159500,Above_Average,Bsmt_Unf_SF,155
889,159500,Above_Average,Total_Bsmt_SF,690
889,159500,Above_Average,First_Flr_SF,698
889,159500,Above_Average,Second_Flr_SF,728
889,159500,Above_Average,Wood_Deck_SF,252
889,159500,Above_Average,Open_Porch_SF,0
890,127000,Above_Average,Bsmt_Unf_SF,615
890,127000,Above_Average,Total_Bsmt_SF,1014
890,127000,Above_Average,First_Flr_SF,1149
890,127000,Above_Average,Second_Flr_SF,0
890,127000,Above_Average,Wood_Deck_SF,0
890,127000,Above_Average,Open_Porch_SF,240
891,125000,Above_Average,Bsmt_Unf_SF,410
891,125000,Above_Average,Total_Bsmt_SF,1041
891,125000,Above_Average,First_Flr_SF,1125
891,125000,Above_Average,Second_Flr_SF,0
891,125000,Above_Average,Wood_Deck_SF,296
891,125000,Above_Average,Open_Porch_SF,0
892,320000,Average,Bsmt_Unf_SF,464
892,320000,Average,Total_Bsmt_SF,1698
892,320000,Average,First_Flr_SF,1698
892,320000,Average,Second_Flr_SF,0
892,320000,Average,Wood_Deck_SF,327
892,320000,Average,Open_Porch_SF,64
893,145500,Average,Bsmt_Unf_SF,0
893,145500,Average,Total_Bsmt_SF,547
893,145500,Average,First_Flr_SF,1072
893,145500,Average,Second_Flr_SF,0
893,145500,Average,Wood_Deck_SF,0
893,145500,Average,Open_Porch_SF,28
894,118000,Excellent,Bsmt_Unf_SF,698
894,118000,Excellent,Total_Bsmt_SF,698
894,118000,Excellent,First_Flr_SF,698
894,118000,Excellent,Second_Flr_SF,0
894,118000,Excellent,Wood_Deck_SF,0
894,118000,Excellent,Open_Porch_SF,200
895,85000,Average,Bsmt_Unf_SF,301
895,85000,Average,Total_Bsmt_SF,876
895,85000,Average,First_Flr_SF,876
895,85000,Average,Second_Flr_SF,0
895,85000,Average,Wood_Deck_SF,0
895,85000,Average,Open_Porch_SF,0
896,120000,Average,Bsmt_Unf_SF,0
896,120000,Average,Total_Bsmt_SF,1078
896,120000,Average,First_Flr_SF,1368
896,120000,Average,Second_Flr_SF,0
896,120000,Average,Wood_Deck_SF,0
896,120000,Average,Open_Porch_SF,41
897,98000,Fair,Bsmt_Unf_SF,0
897,98000,Fair,Total_Bsmt_SF,0
897,98000,Fair,First_Flr_SF,1088
897,98000,Fair,Second_Flr_SF,441
897,98000,Fair,Wood_Deck_SF,92
897,98000,Fair,Open_Porch_SF,0
898,99900,Very_Good,Bsmt_Unf_SF,864
898,99900,Very_Good,Total_Bsmt_SF,864
898,99900,Very_Good,First_Flr_SF,864
898,99900,Very_Good,Second_Flr_SF,0
898,99900,Very_Good,Wood_Deck_SF,0
898,99900,Very_Good,Open_Porch_SF,96
899,82000,Fair,Bsmt_Unf_SF,0
899,82000,Fair,Total_Bsmt_SF,0
899,82000,Fair,First_Flr_SF,944
899,82000,Fair,Second_Flr_SF,0
899,82000,Fair,Wood_Deck_SF,0
899,82000,Fair,Open_Porch_SF,0
900,119900,Average,Bsmt_Unf_SF,1678
900,119900,Average,Total_Bsmt_SF,1678
900,119900,Average,First_Flr_SF,1678
900,119900,Average,Second_Flr_SF,0
900,119900,Average,Wood_Deck_SF,0
900,119900,Average,Open_Porch_SF,0
901,103500,Average,Bsmt_Unf_SF,604
901,103500,Average,Total_Bsmt_SF,1150
901,103500,Average,First_Flr_SF,1560
901,103500,Average,Second_Flr_SF,0
901,103500,Average,Wood_Deck_SF,0
901,103500,Average,Open_Porch_SF,0
902,112000,Fair,Bsmt_Unf_SF,672
902,112000,Fair,Total_Bsmt_SF,672
902,112000,Fair,First_Flr_SF,960
902,112000,Fair,Second_Flr_SF,0
902,112000,Fair,Wood_Deck_SF,64
902,112000,Fair,Open_Porch_SF,0
903,110000,Very_Good,Bsmt_Unf_SF,684
903,110000,Very_Good,Total_Bsmt_SF,684
903,110000,Very_Good,First_Flr_SF,684
903,110000,Very_Good,Second_Flr_SF,512
903,110000,Very_Good,Wood_Deck_SF,0
903,110000,Very_Good,Open_Porch_SF,46
904,122000,Above_Average,Bsmt_Unf_SF,94
904,122000,Above_Average,Total_Bsmt_SF,720
904,122000,Above_Average,First_Flr_SF,854
904,122000,Above_Average,Second_Flr_SF,444
904,122000,Above_Average,Wood_Deck_SF,84
904,122000,Above_Average,Open_Porch_SF,0
905,117000,Average,Bsmt_Unf_SF,156
905,117000,Average,Total_Bsmt_SF,984
905,117000,Average,First_Flr_SF,984
905,117000,Average,Second_Flr_SF,620
905,117000,Average,Wood_Deck_SF,0
905,117000,Average,Open_Porch_SF,68
906,160000,Below_Average,Bsmt_Unf_SF,0
906,160000,Below_Average,Total_Bsmt_SF,832
906,160000,Below_Average,First_Flr_SF,832
906,160000,Below_Average,Second_Flr_SF,436
906,160000,Below_Average,Wood_Deck_SF,0
906,160000,Below_Average,Open_Porch_SF,0
907,159434,Average,Bsmt_Unf_SF,611
907,159434,Average,Total_Bsmt_SF,793
907,159434,Average,First_Flr_SF,848
907,159434,Average,Second_Flr_SF,672
907,159434,Average,Wood_Deck_SF,0
907,159434,Average,Open_Porch_SF,0
908,60000,Average,Bsmt_Unf_SF,0
908,60000,Average,Total_Bsmt_SF,290
908,60000,Average,First_Flr_SF,438
908,60000,Average,Second_Flr_SF,0
908,60000,Average,Wood_Deck_SF,0
908,60000,Average,Open_Porch_SF,0
909,139500,Good,Bsmt_Unf_SF,778
909,139500,Good,Total_Bsmt_SF,778
909,139500,Good,First_Flr_SF,944
909,139500,Good,Second_Flr_SF,545
909,139500,Good,Wood_Deck_SF,335
909,139500,Good,Open_Porch_SF,0
910,197000,Fair,Bsmt_Unf_SF,301
910,197000,Fair,Total_Bsmt_SF,824
910,197000,Fair,First_Flr_SF,1687
910,197000,Fair,Second_Flr_SF,998
910,197000,Fair,Wood_Deck_SF,136
910,197000,Fair,Open_Porch_SF,63
911,105000,Above_Average,Bsmt_Unf_SF,583
911,105000,Above_Average,Total_Bsmt_SF,583
911,105000,Above_Average,First_Flr_SF,647
911,105000,Above_Average,Second_Flr_SF,595
911,105000,Above_Average,Wood_Deck_SF,329
911,105000,Above_Average,Open_Porch_SF,96
912,135000,Fair,Bsmt_Unf_SF,500
912,135000,Fair,Total_Bsmt_SF,1122
912,135000,Fair,First_Flr_SF,1328
912,135000,Fair,Second_Flr_SF,653
912,135000,Fair,Wood_Deck_SF,431
912,135000,Fair,Open_Porch_SF,44
913,147500,Very_Good,Bsmt_Unf_SF,816
913,147500,Very_Good,Total_Bsmt_SF,816
913,147500,Very_Good,First_Flr_SF,1232
913,147500,Very_Good,Second_Flr_SF,0
913,147500,Very_Good,Wood_Deck_SF,0
913,147500,Very_Good,Open_Porch_SF,0
914,137450,Above_Average,Bsmt_Unf_SF,712
914,137450,Above_Average,Total_Bsmt_SF,976
914,137450,Above_Average,First_Flr_SF,1160
914,137450,Above_Average,Second_Flr_SF,448
914,137450,Above_Average,Wood_Deck_SF,147
914,137450,Above_Average,Open_Porch_SF,16
915,155000,Excellent,Bsmt_Unf_SF,0
915,155000,Excellent,Total_Bsmt_SF,560
915,155000,Excellent,First_Flr_SF,575
915,155000,Excellent,Second_Flr_SF,560
915,155000,Excellent,Wood_Deck_SF,256
915,155000,Excellent,Open_Porch_SF,0
916,177000,Above_Average,Bsmt_Unf_SF,896
916,177000,Above_Average,Total_Bsmt_SF,896
916,177000,Above_Average,First_Flr_SF,1172
916,177000,Above_Average,Second_Flr_SF,741
916,177000,Above_Average,Wood_Deck_SF,0
916,177000,Above_Average,Open_Porch_SF,0
917,145000,Good,Bsmt_Unf_SF,861
917,145000,Good,Total_Bsmt_SF,861
917,145000,Good,First_Flr_SF,877
917,145000,Good,Second_Flr_SF,600
917,145000,Good,Wood_Deck_SF,0
917,145000,Good,Open_Porch_SF,50
918,137000,Very_Good,Bsmt_Unf_SF,600
918,137000,Very_Good,Total_Bsmt_SF,600
918,137000,Very_Good,First_Flr_SF,628
918,137000,Very_Good,Second_Flr_SF,600
918,137000,Very_Good,Wood_Deck_SF,0
918,137000,Very_Good,Open_Porch_SF,113
919,234000,Excellent,Bsmt_Unf_SF,1276
919,234000,Excellent,Total_Bsmt_SF,1276
919,234000,Excellent,First_Flr_SF,1276
919,234000,Excellent,Second_Flr_SF,804
919,234000,Excellent,Wood_Deck_SF,0
919,234000,Excellent,Open_Porch_SF,0
920,205000,Above_Average,Bsmt_Unf_SF,112
920,205000,Above_Average,Total_Bsmt_SF,840
920,205000,Above_Average,First_Flr_SF,840
920,205000,Above_Average,Second_Flr_SF,727
920,205000,Above_Average,Wood_Deck_SF,0
920,205000,Above_Average,Open_Porch_SF,21
921,177500,Good,Bsmt_Unf_SF,224
921,177500,Good,Total_Bsmt_SF,771
921,177500,Good,First_Flr_SF,753
921,177500,Good,Second_Flr_SF,741
921,177500,Good,Wood_Deck_SF,0
921,177500,Good,Open_Porch_SF,0
922,160000,Good,Bsmt_Unf_SF,300
922,160000,Good,Total_Bsmt_SF,728
922,160000,Good,First_Flr_SF,976
922,160000,Good,Second_Flr_SF,332
922,160000,Good,Wood_Deck_SF,0
922,160000,Good,Open_Porch_SF,70
923,155000,Below_Average,Bsmt_Unf_SF,480
923,155000,Below_Average,Total_Bsmt_SF,1273
923,155000,Below_Average,First_Flr_SF,1273
923,155000,Below_Average,Second_Flr_SF,0
923,155000,Below_Average,Wood_Deck_SF,483
923,155000,Below_Average,Open_Porch_SF,0
924,163500,Good,Bsmt_Unf_SF,163
924,163500,Good,Total_Bsmt_SF,876
924,163500,Good,First_Flr_SF,964
924,163500,Good,Second_Flr_SF,0
924,163500,Good,Wood_Deck_SF,0
924,163500,Good,Open_Porch_SF,0
925,154900,Above_Average,Bsmt_Unf_SF,731
925,154900,Above_Average,Total_Bsmt_SF,731
925,154900,Above_Average,First_Flr_SF,820
925,154900,Above_Average,Second_Flr_SF,523
925,154900,Above_Average,Wood_Deck_SF,192
925,154900,Above_Average,Open_Porch_SF,0
926,205000,Above_Average,Bsmt_Unf_SF,674
926,205000,Above_Average,Total_Bsmt_SF,920
926,205000,Above_Average,First_Flr_SF,1240
926,205000,Above_Average,Second_Flr_SF,1240
926,205000,Above_Average,Wood_Deck_SF,0
926,205000,Above_Average,Open_Porch_SF,0
927,144800,Above_Average,Bsmt_Unf_SF,264
927,144800,Above_Average,Total_Bsmt_SF,1112
927,144800,Above_Average,First_Flr_SF,1112
927,144800,Above_Average,Second_Flr_SF,0
927,144800,Above_Average,Wood_Deck_SF,0
927,144800,Above_Average,Open_Porch_SF,0
928,174500,Good,Bsmt_Unf_SF,429
928,174500,Good,Total_Bsmt_SF,704
928,174500,Good,First_Flr_SF,860
928,174500,Good,Second_Flr_SF,704
928,174500,Good,Wood_Deck_SF,0
928,174500,Good,Open_Porch_SF,0
929,193000,Above_Average,Bsmt_Unf_SF,621
929,193000,Above_Average,Total_Bsmt_SF,1561
929,193000,Above_Average,First_Flr_SF,1561
929,193000,Above_Average,Second_Flr_SF,0
929,193000,Above_Average,Wood_Deck_SF,0
929,193000,Above_Average,Open_Porch_SF,148
930,158000,Good,Bsmt_Unf_SF,248
930,158000,Good,Total_Bsmt_SF,1067
930,158000,Good,First_Flr_SF,986
930,158000,Good,Second_Flr_SF,537
930,158000,Good,Wood_Deck_SF,0
930,158000,Good,Open_Porch_SF,0
931,158500,Very_Good,Bsmt_Unf_SF,1092
931,158500,Very_Good,Total_Bsmt_SF,1092
931,158500,Very_Good,First_Flr_SF,1152
931,158500,Very_Good,Second_Flr_SF,0
931,158500,Very_Good,Wood_Deck_SF,0
931,158500,Very_Good,Open_Porch_SF,36
932,224000,Average,Bsmt_Unf_SF,91
932,224000,Average,Total_Bsmt_SF,1310
932,224000,Average,First_Flr_SF,1906
932,224000,Average,Second_Flr_SF,0
932,224000,Average,Wood_Deck_SF,0
932,224000,Average,Open_Porch_SF,201
933,115000,Above_Average,Bsmt_Unf_SF,516
933,115000,Above_Average,Total_Bsmt_SF,516
933,115000,Above_Average,First_Flr_SF,516
933,115000,Above_Average,Second_Flr_SF,516
933,115000,Above_Average,Wood_Deck_SF,279
933,115000,Above_Average,Open_Porch_SF,0
934,137000,Above_Average,Bsmt_Unf_SF,90
934,137000,Above_Average,Total_Bsmt_SF,561
934,137000,Above_Average,First_Flr_SF,561
934,137000,Above_Average,Second_Flr_SF,668
934,137000,Above_Average,Wood_Deck_SF,176
934,137000,Above_Average,Open_Porch_SF,0
935,121000,Above_Average,Bsmt_Unf_SF,561
935,121000,Above_Average,Total_Bsmt_SF,561
935,121000,Above_Average,First_Flr_SF,561
935,121000,Above_Average,Second_Flr_SF,668
935,121000,Above_Average,Wood_Deck_SF,154
935,121000,Above_Average,Open_Porch_SF,0
936,124000,Above_Average,Bsmt_Unf_SF,276
936,124000,Above_Average,Total_Bsmt_SF,561
936,124000,Above_Average,First_Flr_SF,561
936,124000,Above_Average,Second_Flr_SF,668
936,124000,Above_Average,Wood_Deck_SF,150
936,124000,Above_Average,Open_Porch_SF,0
937,208000,Above_Average,Bsmt_Unf_SF,118
937,208000,Above_Average,Total_Bsmt_SF,572
937,208000,Above_Average,First_Flr_SF,1182
937,208000,Above_Average,Second_Flr_SF,800
937,208000,Above_Average,Wood_Deck_SF,400
937,208000,Above_Average,Open_Porch_SF,112
938,315000,Excellent,Bsmt_Unf_SF,581
938,315000,Excellent,Total_Bsmt_SF,1803
938,315000,Excellent,First_Flr_SF,2365
938,315000,Excellent,Second_Flr_SF,0
938,315000,Excellent,Wood_Deck_SF,200
938,315000,Excellent,Open_Porch_SF,144
939,222000,Excellent,Bsmt_Unf_SF,72
939,222000,Excellent,Total_Bsmt_SF,880
939,222000,Excellent,First_Flr_SF,1680
939,222000,Excellent,Second_Flr_SF,0
939,222000,Excellent,Wood_Deck_SF,292
939,222000,Excellent,Open_Porch_SF,44
940,147000,Good,Bsmt_Unf_SF,216
940,147000,Good,Total_Bsmt_SF,672
940,147000,Good,First_Flr_SF,672
940,147000,Good,Second_Flr_SF,672
940,147000,Good,Wood_Deck_SF,0
940,147000,Good,Open_Porch_SF,128
941,123000,Above_Average,Bsmt_Unf_SF,760
941,123000,Above_Average,Total_Bsmt_SF,760
941,123000,Above_Average,First_Flr_SF,928
941,123000,Above_Average,Second_Flr_SF,928
941,123000,Above_Average,Wood_Deck_SF,467
941,123000,Above_Average,Open_Porch_SF,160
942,78000,Average,Bsmt_Unf_SF,596
942,78000,Average,Total_Bsmt_SF,596
942,78000,Average,First_Flr_SF,596
942,78000,Average,Second_Flr_SF,596
942,78000,Average,Wood_Deck_SF,0
942,78000,Average,Open_Porch_SF,0
943,85000,Poor,Bsmt_Unf_SF,1013
943,85000,Poor,Total_Bsmt_SF,1013
943,85000,Poor,First_Flr_SF,1013
943,85000,Poor,Second_Flr_SF,0
943,85000,Poor,Wood_Deck_SF,0
943,85000,Poor,Open_Porch_SF,0
944,75000,Above_Average,Bsmt_Unf_SF,572
944,75000,Above_Average,Total_Bsmt_SF,572
944,75000,Above_Average,First_Flr_SF,572
944,75000,Above_Average,Second_Flr_SF,0
944,75000,Above_Average,Wood_Deck_SF,0
944,75000,Above_Average,Open_Porch_SF,0
945,230000,Average,Bsmt_Unf_SF,120
945,230000,Average,Total_Bsmt_SF,1596
945,230000,Average,First_Flr_SF,1648
945,230000,Average,Second_Flr_SF,0
945,230000,Average,Wood_Deck_SF,162
945,230000,Average,Open_Porch_SF,53
946,57625,Below_Average,Bsmt_Unf_SF,0
946,57625,Below_Average,Total_Bsmt_SF,0
946,57625,Below_Average,First_Flr_SF,810
946,57625,Below_Average,Second_Flr_SF,0
946,57625,Below_Average,Wood_Deck_SF,119
946,57625,Below_Average,Open_Porch_SF,24
947,251000,Average,Bsmt_Unf_SF,412
947,251000,Average,Total_Bsmt_SF,1107
947,251000,Average,First_Flr_SF,1040
947,251000,Average,Second_Flr_SF,1012
947,251000,Average,Wood_Deck_SF,210
947,251000,Average,Open_Porch_SF,91
948,239686,Average,Bsmt_Unf_SF,83
948,239686,Average,Total_Bsmt_SF,1434
948,239686,Average,First_Flr_SF,1518
948,239686,Average,Second_Flr_SF,631
948,239686,Average,Wood_Deck_SF,168
948,239686,Average,Open_Porch_SF,43
